age,income,employment_duration_years,existing_loan_balance,credit_inquiries_last_6m,num_credit_cards,employment_type,marital_status,property_area,payment_status_code,high_risk_flag,approved
42,80540.03,26,10075.74,5,6,Salaried,Single,Urban,C0,0,1
56,64068.77,12,17858.29,7,3,Unemployed,Single,Urban,C3,1,1
61,69938.91,11,16827.44,10,0,Self-employed,Married,Urban,C0,0,0
40,35370.39,30,20152.94,3,1,Salaried,Single,Semiurban,C4,1,1
33,12000.0,23,19857.93,6,5,Salaried,Single,Rural,C2,0,0
69,68752.03,28,0.0,3,6,Self-employed,Married,Urban,C1,0,1
42,73099.76,17,25863.73,2,6,Unemployed,Married,Semiurban,C0,0,1
34,95231.61,28,28334.96,3,0,Unemployed,Married,Urban,C0,0,1
41,104283.4,22,14605.16,8,5,Salaried,Married,Urban,C3,1,0
18,104249.96,23,0.0,5,0,Salaried,Married,Urban,C0,0,1
34,40049.41,5,10393.56,8,5,Unemployed,Married,Semiurban,C2,0,0
45,56193.37,17,14721.68,8,6,Self-employed,Single,Semiurban,C3,1,0
66,77008.36,22,0.0,4,2,Salaried,Married,Urban,C2,0,1
57,128297.62,23,6958.07,11,1,Self-employed,Married,Urban,C0,0,1
59,102002.48,29,0.0,0,4,Self-employed,Single,Semiurban,C2,0,1
46,92984.93,10,20502.09,10,0,Self-employed,Divorced,Rural,C2,0,0
23,55305.3,9,14323.37,0,4,Self-employed,Divorced,Urban,C0,0,0
38,42920.01,30,0.0,4,2,Unemployed,Married,Semiurban,C3,1,1
70,84722.7,30,16920.51,9,2,Unemployed,Divorced,Semiurban,C0,0,1
20,37483.47,5,11208.87,8,5,Salaried,Single,Semiurban,C5,1,0
64,59039.09,11,19229.8,3,6,Salaried,Single,Urban,C0,0,1
54,62130.55,29,6518.55,10,2,Self-employed,Single,Rural,C0,0,1
33,104822.8,6,779.29,1,2,Self-employed,Married,Semiurban,C2,0,0
59,56132.57,24,1208.18,8,5,Salaried,Married,Urban,C0,0,1
62,12000.0,3,4465.62,6,2,Unemployed,Divorced,Rural,C0,0,0
20,77611.12,5,12263.55,2,1,Salaried,Married,Rural,C0,0,1
23,47524.45,24,14071.42,11,6,Salaried,Married,Semiurban,C3,1,0
53,66065.78,18,9329.92,9,6,Unemployed,Single,Rural,C0,0,1
70,62832.38,17,6073.53,0,2,Unemployed,Single,Urban,C1,0,1
19,58157.4,26,7080.35,1,1,Salaried,Married,Rural,C1,0,1
53,84758.51,9,47108.15,0,1,Salaried,Married,Urban,C1,0,0
25,26678.38,15,1209.85,4,4,Salaried,Single,Rural,C0,0,1
52,52074.64,18,4188.39,5,2,Salaried,Divorced,Urban,C0,0,1
51,82100.95,22,58113.96,8,4,Salaried,Married,Urban,C4,1,0
22,49647.88,10,17894.19,8,5,Salaried,Single,Semiurban,C2,0,1
54,24779.83,19,0.0,0,0,Salaried,Married,Rural,C4,1,0
65,81713.88,13,23797.62,5,6,Self-employed,Married,Semiurban,C2,0,1
63,93077.37,16,0.0,9,0,Self-employed,Married,Rural,C3,1,0
19,63875.12,26,24726.86,10,0,Self-employed,Single,Urban,C5,1,0
31,15978.86,12,9046.53,3,5,Salaried,Single,Urban,C1,0,0
30,82649.24,20,5842.86,0,4,Salaried,Single,Semiurban,C4,1,1
42,23502.8,29,34528.31,1,6,Salaried,Married,Urban,C0,0,1
25,72719.98,23,19929.62,4,3,Student,Married,Semiurban,C0,0,1
63,42813.4,30,25621.85,5,2,Salaried,Divorced,Rural,C1,0,1
59,36004.02,18,18088.88,4,4,Self-employed,Married,Semiurban,C1,0,1
60,53952.25,8,5777.78,1,5,Salaried,Single,Semiurban,C1,0,1
28,60417.56,30,20558.96,4,4,Unemployed,Divorced,Semiurban,C1,0,1
18,48894.79,19,28929.02,3,2,Salaried,Single,Rural,C1,0,0
66,79717.58,7,13886.33,5,6,Salaried,Single,Semiurban,C3,1,0
33,53848.27,9,37223.0,0,2,Unemployed,Married,Rural,C0,0,0
52,89504.77,8,23906.82,9,2,Salaried,Divorced,Urban,C0,0,0
66,72029.33,25,14967.76,5,1,Self-employed,Divorced,Semiurban,C2,0,1
19,47561.07,2,15520.81,3,2,Salaried,Married,Urban,C1,0,0
18,43351.5,22,13921.32,10,1,Student,Single,Semiurban,C3,1,0
18,23812.59,17,0.0,8,4,Self-employed,Single,Rural,C0,0,0
26,72268.33,2,10738.99,1,5,Salaried,Single,Rural,C0,0,1
20,56135.31,19,15096.61,1,3,Unemployed,Married,Urban,C4,1,1
61,12000.0,23,6174.81,0,6,Self-employed,Married,Rural,C0,0,1
50,51607.13,22,16727.48,6,3,Self-employed,Single,Urban,C2,0,1
69,42474.15,16,12298.3,4,3,Salaried,Married,Semiurban,C0,0,0
60,104391.94,10,22831.69,4,0,Salaried,Married,Semiurban,C1,0,1
69,22430.53,5,21283.57,6,6,Self-employed,Married,Semiurban,C3,1,0
30,28966.23,0,14340.15,6,1,Salaried,Single,Urban,C1,0,0
33,92749.24,11,0.0,0,1,Unemployed,Single,Semiurban,C0,0,1
63,98919.08,19,37070.12,1,6,Salaried,Married,Semiurban,C2,0,0
30,46375.43,1,10013.53,9,3,Self-employed,Married,Semiurban,C0,0,0
21,49197.85,30,10867.59,11,0,Salaried,Single,Semiurban,C0,0,1
53,80405.88,18,7204.71,10,3,Self-employed,Single,Semiurban,C1,0,1
60,12000.0,9,5162.24,10,4,Salaried,Divorced,Semiurban,C1,0,0
69,18470.16,29,33616.81,5,0,Salaried,Married,Urban,C1,0,1
67,57981.66,5,31404.62,9,5,Salaried,Single,Semiurban,C0,0,0
24,103747.26,29,18221.51,10,4,Self-employed,Married,Semiurban,C0,0,1
58,54106.75,8,10495.0,10,0,Salaried,Married,Urban,C0,0,0
62,67523.42,11,20667.65,1,4,Self-employed,Single,Urban,C3,1,0
55,93344.73,13,13033.16,1,1,Salaried,Single,Rural,C0,0,1
61,117672.12,30,9336.88,4,5,Self-employed,Divorced,Rural,C4,1,1
62,50578.79,7,16733.48,6,2,Self-employed,Married,Semiurban,C0,0,1
41,64579.08,30,5823.79,11,1,Salaried,Single,Rural,C0,0,0
20,110551.38,10,15531.7,3,3,Salaried,Married,Rural,C2,0,1
42,26945.02,8,14859.09,9,3,Salaried,Married,Semiurban,C0,0,0
28,90689.53,19,20441.1,10,2,Self-employed,Married,Urban,C1,0,1
24,39542.11,21,3332.08,11,6,Student,Single,Semiurban,C4,1,0
24,67561.81,10,21941.91,2,4,Salaried,Single,Rural,C3,1,1
54,58934.52,4,0.0,2,3,Self-employed,Single,Semiurban,C1,0,0
44,41049.71,12,3984.07,2,1,Self-employed,Divorced,Urban,C2,0,0
46,40422.45,16,4595.05,8,3,Self-employed,Married,Rural,C0,0,1
57,71910.36,1,0.0,8,0,Salaried,Married,Rural,C2,0,0
47,89888.48,2,26219.27,4,6,Student,Single,Semiurban,C0,0,0
51,61756.59,28,0.0,1,0,Salaried,Married,Rural,C0,0,1
22,66752.83,1,2215.17,6,4,Unemployed,Married,Semiurban,C1,0,0
63,79279.35,12,29575.71,8,2,Salaried,Married,Rural,C0,0,0
41,40709.53,23,4011.84,5,5,Unemployed,Single,Rural,C2,0,0
26,83492.31,10,9366.0,3,2,Student,Married,Urban,C0,0,1
61,85483.58,15,0.0,7,0,Unemployed,Single,Rural,C0,0,1
56,130090.66,2,23661.32,7,6,Salaried,Single,Urban,C2,0,0
20,55597.4,24,23854.31,7,5,Unemployed,Married,Rural,C1,0,0
28,53547.95,19,22345.24,10,0,Salaried,Single,Rural,C4,1,0
18,84224.15,26,19525.42,3,0,Self-employed,Single,Rural,C0,0,1
32,85477.6,26,13030.25,7,3,Salaried,Divorced,Rural,C0,0,1
23,51622.82,10,4658.73,10,6,Self-employed,Single,Rural,C0,0,0
55,54920.93,1,590.43,2,4,Salaried,Married,Urban,C1,0,0
45,78528.27,10,30058.68,3,0,Salaried,Married,Semiurban,C0,0,1
69,44310.39,4,22707.26,0,4,Salaried,Married,Urban,C2,0,0
57,54736.65,16,2293.74,4,2,Salaried,Single,Rural,C0,0,1
50,67239.82,4,12557.64,0,4,Salaried,Married,Semiurban,C4,1,0
44,89898.47,28,7798.39,8,2,Unemployed,Married,Semiurban,C1,0,1
20,49885.03,18,0.0,1,0,Self-employed,Single,Urban,C2,0,1
21,18940.39,7,14487.12,8,0,Self-employed,Married,Semiurban,C0,0,0
50,17085.06,28,6183.1,6,4,Unemployed,Divorced,Semiurban,C0,0,0
18,33514.67,23,0.0,11,4,Salaried,Single,Rural,C0,0,1
20,32170.81,13,0.0,4,2,Salaried,Single,Rural,C1,0,1
29,61134.73,4,0.0,4,0,Salaried,Married,Semiurban,C1,0,0
64,35278.0,10,6800.03,2,5,Salaried,Married,Rural,C0,0,1
42,47431.13,18,10808.67,6,1,Self-employed,Married,Urban,C0,0,1
55,45647.85,23,0.0,2,1,Self-employed,Single,Urban,C5,1,1
39,53987.3,8,21110.35,1,3,Self-employed,Single,Semiurban,C0,0,1
27,98062.61,23,11082.35,11,5,Self-employed,Married,Semiurban,C0,0,0
37,81548.69,8,20076.39,8,6,Salaried,Divorced,Urban,C0,0,1
22,65403.24,7,9439.25,1,4,Self-employed,Single,Urban,C0,0,1
58,53474.34,13,980.35,7,6,Salaried,Married,Semiurban,C1,0,0
27,54169.18,4,13597.65,3,4,Unemployed,Single,Urban,C1,0,1
37,73193.66,12,0.0,2,5,Salaried,Single,Semiurban,C1,0,1
69,79604.23,11,19552.14,5,1,Salaried,Married,Semiurban,C2,0,0
49,42309.56,8,0.0,9,0,Salaried,Single,Rural,C0,0,0
42,65912.02,24,24855.26,0,4,Salaried,Married,Urban,C0,0,1
46,14209.51,10,7261.62,4,6,Salaried,Single,Urban,C2,0,0
59,70292.84,21,26875.47,11,5,Salaried,Married,Urban,C0,0,1
31,84053.73,22,0.0,4,2,Self-employed,Single,Urban,C0,0,1
51,57998.28,20,2511.22,1,3,Unemployed,Married,Rural,C1,0,1
64,110413.17,8,17333.09,5,0,Salaried,Divorced,Semiurban,C2,0,1
48,42969.04,25,28386.96,8,2,Salaried,Single,Urban,C0,0,1
41,70436.01,7,35332.52,11,4,Unemployed,Single,Rural,C4,1,0
25,64104.38,8,12579.13,7,1,Salaried,Divorced,Rural,C0,0,0
31,62492.56,27,37728.44,0,3,Unemployed,Single,Urban,C5,1,0
68,62141.95,10,7944.7,9,2,Salaried,Married,Urban,C0,0,0
46,67677.63,21,27382.75,9,3,Salaried,Married,Rural,C2,0,1
33,86198.97,1,0.0,7,5,Salaried,Married,Semiurban,C0,0,1
40,99443.41,19,17882.81,10,6,Salaried,Single,Rural,C3,1,0
48,64943.74,26,0.0,9,2,Self-employed,Single,Urban,C1,0,1
46,85382.9,21,0.0,2,5,Unemployed,Single,Rural,C3,1,1
55,47455.83,18,18533.48,5,4,Salaried,Single,Urban,C2,0,1
31,84148.89,26,0.0,6,6,Unemployed,Single,Urban,C1,0,1
52,45950.21,9,17977.29,5,5,Salaried,Divorced,Rural,C0,0,1
41,92266.5,11,24690.41,7,3,Salaried,Single,Semiurban,C0,0,1
67,120266.02,2,4981.52,8,4,Unemployed,Single,Urban,C5,1,0
26,61947.9,21,0.0,1,2,Unemployed,Single,Urban,C4,1,1
25,12000.0,22,5361.39,6,4,Salaried,Single,Rural,C0,0,1
42,51298.18,23,0.0,0,4,Salaried,Married,Urban,C0,0,1
44,95796.88,23,10583.01,6,4,Salaried,Single,Urban,C0,0,1
54,78826.92,3,13429.27,5,0,Salaried,Married,Urban,C0,0,1
39,71222.84,20,7715.86,2,3,Self-employed,Married,Urban,C0,0,1
66,90216.71,23,35441.03,11,4,Salaried,Single,Rural,C3,1,0
43,77111.34,6,1928.35,3,1,Self-employed,Married,Urban,C0,0,1
24,95443.13,14,31480.06,0,5,Salaried,Single,Semiurban,C3,1,0
24,87985.59,28,0.0,4,5,Salaried,Single,Semiurban,C5,1,0
69,103042.51,12,13018.89,9,3,Salaried,Divorced,Urban,C0,0,0
25,73969.9,23,28563.48,0,6,Salaried,Married,Semiurban,C1,0,1
68,87631.49,16,27839.0,5,6,Self-employed,Single,Urban,C1,0,1
32,57321.82,20,6116.39,5,3,Student,Married,Rural,C0,0,0
22,49963.48,19,19770.98,10,6,Unemployed,Single,Rural,C2,0,0
34,107669.19,20,17896.51,0,6,Self-employed,Married,Rural,C1,0,1
50,70405.12,24,4440.85,0,0,Salaried,Married,Urban,C0,0,1
40,85122.01,28,20623.3,6,6,Unemployed,Single,Rural,C3,1,1
59,68093.5,9,38074.89,2,0,Unemployed,Divorced,Semiurban,C0,0,1
50,50337.11,28,18603.81,8,3,Unemployed,Married,Urban,C0,0,1
39,65274.57,19,19928.99,3,6,Salaried,Single,Urban,C5,1,0
51,100899.85,18,21410.17,6,5,Salaried,Married,Urban,C0,0,1
69,78881.0,10,0.0,0,1,Self-employed,Married,Urban,C0,0,0
39,22213.17,12,18443.15,8,4,Salaried,Single,Urban,C0,0,0
26,59618.89,20,0.0,6,1,Salaried,Married,Rural,C0,0,1
39,109557.34,11,3741.58,0,1,Salaried,Married,Rural,C1,0,1
62,59655.08,8,42267.18,3,6,Self-employed,Divorced,Urban,C2,0,0
29,19988.03,25,8454.34,0,0,Salaried,Single,Rural,C0,0,1
68,112326.22,12,1637.56,0,6,Self-employed,Married,Semiurban,C1,0,1
49,82059.81,19,28136.16,8,3,Self-employed,Married,Semiurban,C0,0,1
49,63249.68,0,0.0,5,0,Salaried,Divorced,Rural,C0,0,1
34,55714.56,2,5736.13,9,5,Salaried,Single,Semiurban,C4,1,0
66,92058.8,26,29486.73,3,0,Unemployed,Married,Semiurban,C2,0,1
19,51450.41,4,12598.75,8,2,Salaried,Married,Urban,C2,0,0
33,93706.41,24,0.0,7,1,Salaried,Single,Urban,C0,0,1
40,78554.88,27,19615.85,7,5,Salaried,Single,Rural,C1,0,1
43,71117.05,14,6449.48,9,2,Salaried,Married,Urban,C3,1,0
43,68637.87,27,33557.92,8,4,Self-employed,Married,Urban,C3,1,0
25,60625.8,13,3513.38,8,0,Salaried,Married,Urban,C2,0,1
29,91141.0,29,26717.16,8,4,Unemployed,Single,Semiurban,C1,0,1
23,43366.43,7,36859.77,5,4,Salaried,Married,Urban,C0,0,0
48,24451.87,13,86.79,8,2,Student,Single,Rural,C0,0,1
36,80361.0,12,9295.02,10,6,Self-employed,Married,Semiurban,C0,0,1
47,80780.96,24,17440.75,8,3,Salaried,Single,Rural,C0,0,1
49,77006.03,1,0.0,7,4,Self-employed,Single,Semiurban,C0,0,1
55,75193.21,25,15784.13,0,1,Salaried,Divorced,Semiurban,C1,0,0
46,56986.49,0,8851.12,5,6,Student,Married,Urban,C1,0,1
52,84687.07,9,8569.05,0,1,Self-employed,Single,Urban,C1,0,1
49,63861.05,18,12685.14,1,4,Salaried,Single,Rural,C1,0,1
52,52822.16,4,12997.71,4,0,Salaried,Married,Rural,C0,0,0
50,57202.72,15,14294.33,5,0,Student,Divorced,Semiurban,C1,0,1
34,115515.99,30,3616.43,6,0,Self-employed,Single,Rural,C5,1,1
31,21625.6,25,4227.6,10,6,Salaried,Divorced,Rural,C1,0,0
59,77494.7,0,10339.77,9,1,Salaried,Single,Urban,C3,1,0
36,23022.24,18,11373.39,5,6,Salaried,Married,Semiurban,C0,0,0
47,62294.17,18,5856.11,4,4,Self-employed,Single,Rural,C1,0,1
28,54159.31,2,16535.15,8,0,Self-employed,Single,Rural,C1,0,0
40,12874.29,20,0.0,3,3,Unemployed,Divorced,Urban,C2,0,0
46,74725.94,16,1773.47,10,3,Self-employed,Single,Urban,C3,1,0
51,55499.05,21,8081.01,9,1,Self-employed,Divorced,Semiurban,C1,0,0
45,12519.84,9,14.39,8,4,Salaried,Single,Urban,C2,0,1
37,85989.2,7,34808.77,2,6,Self-employed,Single,Urban,C3,1,0
68,100875.15,22,12264.07,7,6,Salaried,Divorced,Semiurban,C2,0,0
45,102253.11,22,14474.78,9,3,Unemployed,Married,Semiurban,C0,0,1
60,73973.91,5,5234.77,0,6,Salaried,Single,Urban,C0,0,1
57,66151.45,6,11779.1,2,6,Self-employed,Married,Semiurban,C3,1,0
47,98203.92,18,0.0,6,0,Unemployed,Single,Urban,C2,0,1
64,107059.59,25,9622.56,4,4,Self-employed,Married,Urban,C4,1,1
24,93339.22,6,0.0,8,5,Salaried,Single,Rural,C0,0,1
66,41461.56,6,8116.35,4,0,Self-employed,Married,Rural,C2,0,1
63,70033.62,25,0.0,11,4,Salaried,Single,Urban,C3,1,0
44,75987.9,21,0.0,3,6,Salaried,Married,Rural,C3,1,0
56,19759.58,27,32494.97,4,1,Self-employed,Divorced,Rural,C2,0,1
45,76734.02,24,23625.57,0,6,Unemployed,Married,Semiurban,C0,0,1
32,121824.8,29,30466.55,2,6,Salaried,Single,Rural,C2,0,1
60,80998.4,5,31428.1,2,4,Unemployed,Single,Urban,C1,0,0
31,101835.33,8,21421.82,9,4,Salaried,Single,Urban,C0,0,1
34,69572.87,7,5659.84,4,3,Unemployed,Married,Rural,C0,0,0
45,63169.54,1,0.0,2,2,Self-employed,Single,Semiurban,C3,1,1
62,74531.78,24,28054.42,3,3,Unemployed,Married,Urban,C0,0,1
38,44604.33,20,12903.95,6,3,Unemployed,Single,Urban,C1,0,1
44,40905.62,2,46916.32,9,3,Student,Divorced,Urban,C1,0,0
20,96657.61,6,6888.63,11,5,Self-employed,Married,Urban,C5,1,0
24,99308.56,5,39620.54,0,5,Salaried,Married,Urban,C2,0,1
20,40222.34,12,9804.91,10,2,Salaried,Divorced,Rural,C0,0,0
21,89199.97,14,30704.68,4,3,Self-employed,Divorced,Urban,C0,0,0
64,62826.0,8,35753.68,9,1,Salaried,Married,Rural,C0,0,0
62,73495.21,28,0.0,0,1,Unemployed,Married,Urban,C0,0,1
61,76505.47,6,5210.03,7,2,Salaried,Married,Urban,C3,1,0
20,89858.76,17,0.0,11,0,Unemployed,Single,Rural,C0,0,1
22,67067.96,13,0.0,0,5,Salaried,Single,Urban,C0,0,1
32,100254.05,12,21338.94,9,0,Unemployed,Married,Urban,C3,1,1
47,72735.32,25,9247.2,1,2,Student,Married,Rural,C0,0,1
35,80604.61,30,12733.13,11,1,Salaried,Single,Urban,C0,0,1
43,44168.44,0,19787.35,8,1,Self-employed,Single,Urban,C1,0,0
27,118966.48,14,0.0,10,2,Salaried,Married,Rural,C0,0,1
56,76745.62,3,30014.72,10,5,Unemployed,Single,Semiurban,C0,0,1
34,82824.94,13,7112.68,3,6,Unemployed,Married,Semiurban,C5,1,1
21,24795.35,19,19453.62,4,1,Salaried,Married,Urban,C3,1,0
57,44432.45,12,20689.98,8,1,Salaried,Single,Urban,C2,0,0
65,95947.09,9,31191.15,2,3,Salaried,Single,Semiurban,C2,0,0
18,72172.28,9,10532.0,3,2,Salaried,Single,Semiurban,C0,0,0
41,17155.51,9,0.0,1,5,Unemployed,Single,Urban,C3,1,0
61,90957.25,10,12799.79,10,1,Salaried,Married,Rural,C1,0,0
55,51405.43,11,14809.9,2,2,Unemployed,Married,Rural,C0,0,1
63,100282.92,21,0.0,4,3,Student,Married,Semiurban,C0,0,1
40,62804.11,2,14064.87,5,2,Unemployed,Single,Semiurban,C1,0,0
37,70117.67,1,6945.74,4,4,Self-employed,Married,Semiurban,C0,0,0
55,94473.86,16,0.0,9,5,Salaried,Single,Semiurban,C0,0,1
26,42562.68,21,21400.79,10,3,Unemployed,Married,Urban,C0,0,1
30,40178.83,8,4107.85,6,3,Self-employed,Single,Rural,C1,0,0
49,60087.54,6,6310.69,10,6,Student,Married,Semiurban,C0,0,0
53,85679.32,19,5523.9,1,6,Salaried,Married,Rural,C1,0,1
24,31728.07,11,29296.7,11,6,Salaried,Single,Rural,C0,0,0
44,23299.14,22,11427.17,1,0,Student,Divorced,Urban,C1,0,1
37,85593.02,4,13107.4,0,5,Unemployed,Single,Urban,C0,0,1
44,49925.54,3,5831.09,0,6,Salaried,Single,Semiurban,C1,0,1
68,55194.35,17,18480.14,2,5,Self-employed,Married,Semiurban,C1,0,1
22,18579.74,12,30890.45,10,5,Salaried,Married,Rural,C2,0,0
70,48025.52,22,21070.05,3,2,Self-employed,Single,Urban,C0,0,0
41,64810.82,15,21616.14,9,5,Salaried,Single,Semiurban,C1,0,0
58,88259.45,10,20487.22,5,4,Salaried,Single,Rural,C3,1,1
40,45719.25,4,0.0,1,5,Salaried,Married,Rural,C0,0,1
34,106434.4,5,0.0,5,2,Salaried,Married,Urban,C1,0,1
58,47886.1,23,9130.18,2,5,Salaried,Single,Rural,C1,0,1
54,47922.7,7,1837.9,3,5,Salaried,Single,Urban,C3,1,0
25,103433.94,15,0.0,6,5,Salaried,Divorced,Semiurban,C1,0,1
55,70286.5,25,0.0,9,1,Self-employed,Married,Urban,C4,1,1
57,51199.38,27,0.0,7,6,Self-employed,Single,Semiurban,C2,0,1
38,61121.67,8,8408.64,2,1,Self-employed,Married,Urban,C1,0,1
67,98826.84,3,11028.03,8,6,Salaried,Single,Urban,C0,0,0
51,101655.07,24,897.25,8,0,Salaried,Single,Urban,C1,0,1
35,44580.17,21,13104.95,2,1,Unemployed,Married,Rural,C0,0,0
18,63939.15,10,5926.33,10,4,Unemployed,Married,Semiurban,C1,0,0
53,67253.92,18,27268.03,10,3,Student,Single,Semiurban,C0,0,0
29,40344.0,5,9737.24,7,4,Student,Married,Semiurban,C2,0,0
58,63607.87,21,21748.63,3,2,Self-employed,Married,Urban,C2,0,1
45,65133.07,22,14844.99,4,0,Unemployed,Married,Urban,C4,1,1
42,93505.24,9,0.0,5,4,Salaried,Married,Urban,C0,0,1
26,95185.63,14,10730.79,2,3,Self-employed,Married,Semiurban,C3,1,1
55,56769.77,10,0.0,3,3,Student,Divorced,Rural,C3,1,0
26,59651.17,0,10486.31,1,2,Self-employed,Single,Urban,C3,1,1
40,81607.31,3,1568.17,1,6,Salaried,Married,Semiurban,C2,0,1
62,50370.29,29,17347.48,8,5,Salaried,Single,Rural,C0,0,0
66,79716.0,14,0.0,1,1,Salaried,Married,Rural,C3,1,1
70,62802.34,4,12205.83,5,0,Salaried,Single,Urban,C1,0,1
68,40765.04,1,20013.82,5,1,Unemployed,Single,Rural,C2,0,0
47,41079.08,10,24706.34,0,0,Self-employed,Married,Semiurban,C0,0,1
28,101176.47,30,1301.65,9,4,Salaried,Single,Semiurban,C0,0,1
62,61089.46,11,12248.51,11,4,Self-employed,Single,Rural,C0,0,1
60,106008.85,30,14578.06,7,3,Salaried,Single,Urban,C1,0,1
70,52159.09,15,33659.77,8,4,Self-employed,Married,Rural,C1,0,0
52,72280.13,23,0.0,2,5,Salaried,Single,Semiurban,C3,1,1
25,124816.92,24,0.0,10,5,Salaried,Single,Rural,C0,0,1
44,38565.33,0,51262.47,9,3,Self-employed,Married,Rural,C0,0,0
41,17554.64,0,8176.64,5,4,Self-employed,Divorced,Semiurban,C0,0,0
62,97164.75,28,0.0,8,4,Self-employed,Married,Urban,C0,0,1
38,44329.77,28,3844.3,11,6,Salaried,Single,Urban,C1,0,1
35,64482.34,4,0.0,7,5,Self-employed,Married,Rural,C2,0,0
22,50352.04,20,15372.89,2,2,Salaried,Married,Semiurban,C5,1,1
62,71704.07,28,23336.99,3,6,Salaried,Married,Rural,C0,0,1
58,41236.59,29,0.0,2,2,Self-employed,Married,Urban,C0,0,1
20,60501.5,9,5409.87,3,5,Self-employed,Single,Semiurban,C2,0,0
40,76245.38,25,24931.16,10,6,Unemployed,Married,Rural,C0,0,0
43,39792.28,20,0.0,2,5,Salaried,Married,Rural,C2,0,1
42,47497.9,28,0.0,10,0,Unemployed,Single,Urban,C1,0,1
66,56315.43,4,8806.39,3,1,Salaried,Single,Urban,C3,1,0
25,29279.61,18,1467.31,5,5,Self-employed,Single,Rural,C0,0,0
34,54435.98,0,7885.86,6,0,Unemployed,Married,Rural,C5,1,0
27,67969.91,11,0.0,1,0,Self-employed,Single,Semiurban,C5,1,1
30,55011.28,0,15000.39,2,1,Unemployed,Married,Semiurban,C0,0,0
66,58215.59,13,9910.74,3,3,Unemployed,Married,Urban,C1,0,0
67,64502.46,25,19688.67,0,0,Salaried,Single,Semiurban,C1,0,1
20,48606.41,20,14805.59,9,1,Student,Single,Urban,C0,0,1
51,82276.56,9,14893.66,6,2,Unemployed,Single,Urban,C5,1,0
30,100899.45,13,0.0,10,4,Salaried,Single,Rural,C0,0,1
28,53390.49,11,18896.28,10,3,Salaried,Married,Urban,C0,0,1
33,77129.96,22,7367.87,4,5,Salaried,Married,Rural,C0,0,1
28,59009.57,8,9667.62,9,6,Unemployed,Married,Semiurban,C1,0,0
43,74137.18,2,26675.7,0,0,Student,Divorced,Urban,C3,1,0
70,104144.49,15,1927.9,5,4,Unemployed,Single,Urban,C1,0,1
49,77716.49,25,30916.58,7,1,Salaried,Married,Urban,C2,0,1
56,20664.64,14,32222.65,5,2,Salaried,Married,Semiurban,C0,0,0
44,76349.89,6,22538.98,8,2,Salaried,Married,Rural,C2,0,0
18,95821.59,1,0.0,10,4,Salaried,Single,Rural,C1,0,0
22,59460.1,29,0.0,5,1,Salaried,Single,Rural,C1,0,1
32,89890.87,23,27103.69,3,6,Salaried,Married,Rural,C1,0,1
30,47747.11,4,13559.39,6,2,Salaried,Married,Rural,C5,1,0
62,27861.52,2,1567.24,10,5,Salaried,Single,Semiurban,C2,0,0
62,68529.23,4,28429.87,11,6,Self-employed,Single,Semiurban,C2,0,0
63,21088.08,11,0.0,9,3,Salaried,Married,Semiurban,C1,0,0
51,59005.72,25,6061.83,2,0,Salaried,Married,Urban,C0,0,1
47,97171.06,4,19348.47,2,4,Self-employed,Married,Semiurban,C1,0,1
52,17255.93,25,0.0,6,2,Student,Single,Semiurban,C2,0,1
39,33012.58,0,10467.27,4,2,Self-employed,Single,Urban,C2,0,0
53,39199.19,22,27247.92,7,3,Self-employed,Married,Rural,C1,0,0
60,63417.0,8,14955.55,11,2,Self-employed,Married,Urban,C0,0,0
58,55857.08,29,29463.97,6,1,Self-employed,Single,Semiurban,C0,0,1
50,99978.41,14,27870.43,4,6,Self-employed,Married,Rural,C0,0,0
21,88858.71,8,12108.34,10,1,Salaried,Single,Urban,C2,0,0
56,77381.82,7,0.0,5,3,Self-employed,Married,Rural,C5,1,0
37,68640.76,25,0.0,7,5,Salaried,Single,Rural,C1,0,1
57,74830.74,12,22686.68,1,1,Salaried,Married,Semiurban,C2,0,1
46,43450.44,10,0.0,6,4,Salaried,Divorced,Rural,C2,0,1
64,86430.26,22,7426.3,5,6,Salaried,Single,Semiurban,C0,0,1
35,37198.89,16,16738.73,1,5,Salaried,Single,Semiurban,C0,0,1
67,85884.42,20,32573.99,2,0,Self-employed,Single,Semiurban,C0,0,1
62,94653.56,13,3949.72,8,2,Salaried,Single,Semiurban,C4,1,0
35,70271.62,1,2991.17,2,0,Salaried,Divorced,Urban,C0,0,1
43,60594.67,0,11265.76,1,4,Salaried,Divorced,Urban,C1,0,0
46,75007.75,1,16912.78,0,2,Salaried,Single,Urban,C0,0,0
58,12000.0,17,9840.54,0,6,Self-employed,Divorced,Rural,C2,0,1
54,72556.46,15,26689.76,5,1,Salaried,Single,Rural,C0,0,1
63,62166.15,23,811.99,5,5,Salaried,Married,Rural,C5,1,1
37,63734.3,27,13682.25,7,2,Salaried,Married,Urban,C0,0,1
44,82663.31,5,18232.98,6,6,Salaried,Single,Semiurban,C4,1,0
40,63130.78,29,6396.74,6,1,Salaried,Married,Semiurban,C1,0,1
66,36494.83,28,23755.94,11,1,Salaried,Married,Urban,C1,0,1
34,61464.93,19,14085.42,2,2,Self-employed,Single,Semiurban,C2,0,1
49,66688.89,16,23043.84,8,6,Unemployed,Divorced,Urban,C1,0,0
24,67873.35,5,14717.46,0,5,Self-employed,Single,Rural,C0,0,0
